"","Timestamp","Machine","Temperature","Pressure","PartLength","PartResistance"
"1",2022-03-08 00:00:00,1,303,100,49.3688520824403,6.02454545424377
"2",2022-03-08 00:00:05,1,303,100,49.2933680876436,5.89154440855835
"3",2022-03-08 00:00:10,1,303,100,48.095721004755,6.04337405574346
"4",2022-03-08 00:00:15,1,303,100,49.4750237754883,5.78063503982302
"5",2022-03-08 00:00:20,1,303,100,49.1740840548655,6.21436655993197
"6",2022-03-08 00:00:25,1,303,100,49.8208997455502,6.33412775114805
"7",2022-03-08 00:00:30,1,303,100,49.927730175155,6.16842782161142
"8",2022-03-08 00:00:35,1,303,100,49.6698815633025,5.81771441565355
"9",2022-03-08 00:00:40,1,303,100,49.0210608505634,6.53443797733287
"10",2022-03-08 00:00:45,1,303,100,49.5565299502919,6.30455398557577
"11",2022-03-08 00:00:50,1,303,100,49.0074379427487,6.48343796294228
"12",2022-03-08 00:00:55,1,303,100,49.497166970796,5.77353910676199
"13",2022-03-08 00:01:00,1,303,100,49.7577292124503,6.3703291205622
"14",2022-03-08 00:01:05,1,303,100,49.0349168249347,6.09034911134175
"15",2022-03-08 00:01:10,1,303,100,49.4613237427898,6.02583442601971
"16",2022-03-08 00:01:15,1,303,100,49.5037351814488,6.05132051042737
"17",2022-03-08 00:01:20,1,303,100,49.1049974023295,6.09865187197878
"18",2022-03-08 00:01:25,1,303,100,48.8465611149399,6.39190588234155
"19",2022-03-08 00:01:30,1,303,100,50.4604607742789,6.17088420300622
"20",2022-03-08 00:01:35,1,303,100,49.9697439438899,6.0456714654153
"21",2022-03-08 00:01:40,1,303,100,48.3531783135825,6.19189051200906
"22",2022-03-08 00:01:45,1,303,100,49.1400295087169,6.26838976944085
"23",2022-03-08 00:01:50,1,303,100,48.1729587024443,6.27388934951098
"24",2022-03-08 00:01:55,1,303,100,49.703705324498,5.51222318730357
"25",2022-03-08 00:02:00,1,303,100,49.7948256096935,6.38347127925768
"26",2022-03-08 00:02:05,1,303,100,49.0651969708689,5.7591853831467
"27",2022-03-08 00:02:10,1,303,100,50.0576884782242,6.39771673474381
"28",2022-03-08 00:02:15,1,303,100,49.2790401438069,6.75893351390392
"29",2022-03-08 00:02:20,1,303,100,49.0819863936559,6.47948271827938
"30",2022-03-08 00:02:25,1,303,100,50.0146940750757,6.42824848646632
"31",2022-03-08 00:02:30,1,303,100,49.5033908850623,5.77235981949447
"32",2022-03-08 00:02:35,1,303,100,49.4286073751463,5.96186226283871
"33",2022-03-08 00:02:40,1,303,100,49.8299762505231,6.42541554085252
"34",2022-03-08 00:02:45,1,303,100,48.7098935351232,6.04566354308474
"35",2022-03-08 00:02:50,1,303,100,48.5297284062444,6.05846615719033
"36",2022-03-08 00:02:55,1,303,100,47.9919844513869,6.13942597409548
"37",2022-03-08 00:03:00,1,303,100,48.9513751713429,5.79544684652487
"38",2022-03-08 00:03:05,1,303,100,49.7748091319357,5.83286311614942
"39",2022-03-08 00:03:10,1,303,100,49.6633369492532,5.83702334581576
"40",2022-03-08 00:03:15,1,303,100,47.1830676989868,5.87652134625039
"41",2022-03-08 00:03:20,1,303,100,50.228178383945,6.10895115602011
"42",2022-03-08 00:03:25,1,303,100,49.7992546479534,6.57652583433427
"43",2022-03-08 00:03:30,1,303,100,49.0125376018614,5.95182491743944
"44",2022-03-08 00:03:35,1,303,100,47.8628396065584,5.75616583674244
"45",2022-03-08 00:03:40,1,303,100,49.3708390213952,5.76594007339836
"46",2022-03-08 00:03:45,1,303,100,48.9727947611436,6.10418848676275
"47",2022-03-08 00:03:50,1,303,100,49.9902559735998,5.93535705697873
"48",2022-03-08 00:03:55,1,303,100,49.6723247936372,5.83066062035198
"49",2022-03-08 00:04:00,1,303,100,48.0026909196705,6.33338613781271
"50",2022-03-08 00:04:05,1,303,100,48.8646077515002,6.60866638371318
"51",2022-03-08 00:04:10,1,303,100,48.6944215138332,6.19862124326314
"52",2022-03-08 00:04:15,1,303,100,49.0904989941394,6.36749191996963
"53",2022-03-08 00:04:20,1,303,100,48.5997476038863,6.29107614143297
"54",2022-03-08 00:04:25,1,303,100,50.8385336847784,5.95809773721992
"55",2022-03-08 00:04:30,1,303,100,48.6863950358623,5.62906627007957
"56",2022-03-08 00:04:35,1,303,100,48.2574734717889,5.84205964528815
"57",2022-03-08 00:04:40,1,303,100,49.9426343057275,6.49316839626348
"58",2022-03-08 00:04:45,1,303,100,50.0752165264494,6.42275031769516
"59",2022-03-08 00:04:50,1,303,100,50.2007301489289,6.30673080259706
"60",2022-03-08 00:04:55,1,303,100,49.8047987521344,5.93881848629104
"61",2022-03-08 00:05:00,1,303,100,48.4231350157461,6.09406970827783
"62",2022-03-08 00:05:05,1,303,100,50.7976189564715,6.22452264787613
"63",2022-03-08 00:05:10,1,303,100,50.0966101851324,5.84317957435993
"64",2022-03-08 00:05:15,1,303,100,49.566153969492,6.34716934374601
"65",2022-03-08 00:05:20,1,303,100,49.979160981017,6.03215051618555
"66",2022-03-08 00:05:25,1,303,100,49.6750964122487,5.92445959565643
"67",2022-03-08 00:05:30,1,303,100,48.3210303727418,5.6947033832065
"68",2022-03-08 00:05:35,1,303,100,49.6106587563149,6.4174060489569
"69",2022-03-08 00:05:40,1,303,100,50.0222707047774,6.36078093145012
"70",2022-03-08 00:05:45,1,303,100,48.9598206422683,5.57981274669905
"71",2022-03-08 00:05:50,1,303,100,49.3276520903551,6.09359961723691
"72",2022-03-08 00:05:55,1,303,100,48.8571779844471,5.97290751531135
"73",2022-03-08 00:06:00,1,303,100,48.6840642085967,6.09431371481512
"74",2022-03-08 00:06:05,1,303,100,48.6079732958305,6.27765498633739
"75",2022-03-08 00:06:10,1,303,100,48.5124755146683,6.49190184630609
"76",2022-03-08 00:06:15,1,303,100,47.7093852456049,6.35272005988609
"77",2022-03-08 00:06:20,1,303,100,48.6983233847675,6.17297391209316
"78",2022-03-08 00:06:25,1,303,100,49.0246454952678,6.41166433697612
"79",2022-03-08 00:06:30,1,303,100,47.835472899743,6.01162669094584
"80",2022-03-08 00:06:35,1,303,100,50.8256084698643,6.01635242450886
"81",2022-03-08 00:06:40,1,303,100,48.8035619430082,6.16712507989443
"82",2022-03-08 00:06:45,1,303,100,48.5063932810666,6.3405724386338
"83",2022-03-08 00:06:50,1,303,100,48.6448517808178,6.0410581458566
"84",2022-03-08 00:06:55,1,303,100,49.7164840443913,5.56602416302527
"85",2022-03-08 00:07:00,1,303,100,50.0124736226074,5.86411248526035
"86",2022-03-08 00:07:05,1,303,100,49.013025456299,6.07209606209178
"87",2022-03-08 00:07:10,1,303,100,49.772243591083,5.77863418125272
"88",2022-03-08 00:07:15,1,303,100,49.7528986246356,6.32850087232254
"89",2022-03-08 00:07:20,1,303,100,50.5388884824247,5.84500941734219
"90",2022-03-08 00:07:25,1,303,100,47.4615521310866,6.17390014013997
"91",2022-03-08 00:07:30,1,303,100,49.3561793130461,6.41947376947732
"92",2022-03-08 00:07:35,1,303,100,49.6652244358966,6.24721290311689
"93",2022-03-08 00:07:40,1,303,100,50.1725087834494,6.41374890573829
"94",2022-03-08 00:07:45,1,303,100,49.0395622644135,5.7712062098159
"95",2022-03-08 00:07:50,1,303,100,49.9187130548405,6.12314346186259
"96",2022-03-08 00:07:55,1,303,100,49.8240925285822,6.48862313191315
"97",2022-03-08 00:08:00,1,303,100,46.8786720621496,6.00991656566533
"98",2022-03-08 00:08:05,1,303,100,50.2574076643239,6.41150113981116
"99",2022-03-08 00:08:10,1,303,100,47.9442846872318,6.29129024722684
"100",2022-03-08 00:08:15,1,303,100,49.2741302603642,6.1024001722135
"101",2022-03-08 00:08:20,1,303,100,49.1904459569345,6.12596736184773
